"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6658c415-8dbc-4fe7-94a4-1cf2b1016024",1,0,260,255,255,255,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=66ac181d-bdd7-42f8-bec6-7e83f0a390e2",1,0,350,351,351,351,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=66ac181d-bdd7-42f8-bec6-7e83f0a390e2",1,0,140,144,144,144,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=67bf13f7-5392-4ed6-921b-789bd5b23cb3",1,0,690,692,692,692,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=67bf13f7-5392-4ed6-921b-789bd5b23cb3",1,0,180,184,184,184,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=68249e4e-6e99-4e63-8c7d-e32464af8a64",1,0,440,443,443,443,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=68249e4e-6e99-4e63-8c7d-e32464af8a64",1,0,140,142,142,142,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6868be0a-9374-42fd-92ec-1f0e45e737ea",1,0,610,610,610,610,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6868be0a-9374-42fd-92ec-1f0e45e737ea",1,0,190,194,194,194,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6a230c63-ddfd-49a0-833c-76d71cd63210",1,0,680,683,683,683,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6a230c63-ddfd-49a0-833c-76d71cd63210",1,0,190,187,187,187,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6b4206f7-c771-495d-a3ab-611289585d88",1,0,490,488,488,488,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6b4206f7-c771-495d-a3ab-611289585d88",1,0,190,188,188,188,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6f4483df-9346-45fd-8faa-0d064d8255ed",1,0,290,290,290,290,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6f4483df-9346-45fd-8faa-0d064d8255ed",1,0,200,203,203,203,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6faee1d1-5805-4a93-a359-242a80d24a8b",1,0,300,295,295,295,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6faee1d1-5805-4a93-a359-242a80d24a8b",1,0,190,188,188,188,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=700d6107-b903-47e5-b3ea-8687e65728c9",1,0,330,331,331,331,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=700d6107-b903-47e5-b3ea-8687e65728c9",1,0,190,186,186,186,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=706e1641-caf4-440a-886d-71d40d840def",1,0,280,285,285,285,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=706e1641-caf4-440a-886d-71d40d840def",1,0,140,145,145,145,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71188435-3f42-4515-b013-c7a50cdbcfeb",1,0,660,656,656,656,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71188435-3f42-4515-b013-c7a50cdbcfeb",1,0,180,185,185,185,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=714e7239-335f-4132-a133-0518955f6e1c",1,0,310,313,313,313,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=714e7239-335f-4132-a133-0518955f6e1c",1,0,150,150,150,150,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71682061-8bd9-4a4c-ae09-0af411cc9a61",1,0,370,366,366,366,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71682061-8bd9-4a4c-ae09-0af411cc9a61",1,0,180,185,185,185,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71b37f01-badb-449e-b16f-aa6c19a4b6ef",1,0,310,314,314,314,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71b37f01-badb-449e-b16f-aa6c19a4b6ef",1,0,380,384,384,384,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=724b1062-d7a2-4ff6-8dd2-0c7060b54d57",1,0,500,501,501,501,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=724b1062-d7a2-4ff6-8dd2-0c7060b54d57",1,0,210,207,207,207,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7278f03e-f6df-417a-bcb7-6b0b40ba582a",1,0,570,566,566,566,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7278f03e-f6df-417a-bcb7-6b0b40ba582a",1,0,320,320,320,320,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=73d85afe-19ca-4871-9542-77590907ec2e",1,0,460,462,462,462,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=73d85afe-19ca-4871-9542-77590907ec2e",1,0,150,154,154,154,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=747deb70-f535-4226-9304-6f8311d241d2",1,0,600,605,605,605,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=747deb70-f535-4226-9304-6f8311d241d2",1,0,190,193,193,193,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=757becd8-e3f3-472b-905d-6d4db8225d87",1,0,590,592,592,592,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=757becd8-e3f3-472b-905d-6d4db8225d87",1,0,190,186,186,186,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=76e35bb0-8e53-4604-bb3b-8367c26f87d7",1,0,360,362,362,362,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=76e35bb0-8e53-4604-bb3b-8367c26f87d7",1,0,280,279,279,279,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=76f1937c-077d-4192-91b6-65bcf3677baf",1,0,600,604,604,604,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=76f1937c-077d-4192-91b6-65bcf3677baf",1,0,320,315,315,315,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=772c813a-bf77-4691-b15e-42eb4e9a1559",1,0,300,297,297,297,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=772c813a-bf77-4691-b15e-42eb4e9a1559",1,0,250,247,247,247,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=77769935-a241-48bf-9103-269e3d13c110",1,0,560,564,564,564,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=77769935-a241-48bf-9103-269e3d13c110",1,0,190,191,191,191,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=77a7d7ce-e7ad-46e8-af2b-85ce188db0fe",1,0,310,306,306,306,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=77a7d7ce-e7ad-46e8-af2b-85ce188db0fe",1,0,490,488,488,488,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7886e9b8-449d-44e8-9a1d-cd95a52a3991",1,0,610,613,613,613,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7886e9b8-449d-44e8-9a1d-cd95a52a3991",1,0,180,180,180,180,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7a752abe-81cf-4dd5-b331-85ac439f252b",1,0,470,470,470,470,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7a752abe-81cf-4dd5-b331-85ac439f252b",1,0,190,192,192,192,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7c3f9a3e-f0c0-46b7-b372-53c9661e26c7",1,0,390,387,387,387,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7c3f9a3e-f0c0-46b7-b372-53c9661e26c7",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7df80626-b7b9-4540-ae92-20446e0cf1ca",1,0,390,391,391,391,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7df80626-b7b9-4540-ae92-20446e0cf1ca",1,0,150,150,150,150,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7ec94316-7677-4c2c-b58c-46f77df382f5",1,0,760,765,765,765,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7ec94316-7677-4c2c-b58c-46f77df382f5",1,0,260,261,261,261,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7fa9a580-9270-4bc9-9e8d-01e53dbd7d96",1,0,710,709,709,709,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7fa9a580-9270-4bc9-9e8d-01e53dbd7d96",1,0,190,186,186,186,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=811a2022-7905-4349-9176-0d740c6dd96f",1,0,310,306,306,306,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=811a2022-7905-4349-9176-0d740c6dd96f",1,0,320,315,315,315,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=818e5b02-5560-483e-8888-24d67626159c",1,0,310,306,306,306,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=818e5b02-5560-483e-8888-24d67626159c",1,0,210,208,208,208,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=81f1ee3c-993e-4f06-8b97-de753ae3e4c8",1,0,390,394,394,394,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=81f1ee3c-993e-4f06-8b97-de753ae3e4c8",1,0,310,311,311,311,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=83811a59-6210-459f-b8c1-8c78c7b3b452",1,0,310,308,308,308,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=83811a59-6210-459f-b8c1-8c78c7b3b452",1,0,180,184,184,184,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8408581c-6e56-4f10-aea5-52e4b3fbd960",1,0,350,352,352,352,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8408581c-6e56-4f10-aea5-52e4b3fbd960",1,0,150,152,152,152,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=85b5c71c-51ef-4761-8d3a-fb2685eb9ba3",1,0,330,326,326,326,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=85b5c71c-51ef-4761-8d3a-fb2685eb9ba3",1,0,200,205,205,205,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=868a314b-2770-4b00-8fed-bd1f1897fae5",1,0,660,655,655,655,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=868a314b-2770-4b00-8fed-bd1f1897fae5",1,0,180,185,185,185,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88770e47-eecd-4a67-a491-bf1d8dc096b1",1,0,440,441,441,441,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88770e47-eecd-4a67-a491-bf1d8dc096b1",1,0,260,256,256,256,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88a3e19d-cabf-42f2-860c-16970dcd0188",1,0,300,301,301,301,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88a3e19d-cabf-42f2-860c-16970dcd0188",1,0,560,560,560,560,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8910a19c-8b44-4034-a0eb-84313c94e763",1,0,400,401,401,401,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8910a19c-8b44-4034-a0eb-84313c94e763",1,0,200,205,205,205,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8950e705-0014-4999-9cc7-eb52df76c123",1,0,730,728,728,728,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8950e705-0014-4999-9cc7-eb52df76c123",1,0,180,176,176,176,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8a8377c4-d70b-4bab-b1c5-93350d57bf4e",1,0,360,359,359,359,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8a8377c4-d70b-4bab-b1c5-93350d57bf4e",1,0,520,516,516,516,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8c4971f7-a048-4629-ba9c-7f550c5a7e64",1,0,290,294,294,294,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8c4971f7-a048-4629-ba9c-7f550c5a7e64",1,0,210,211,211,211,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8d3963a7-3e0b-4a73-92d5-b6f401376f36",1,0,480,483,483,483,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8d3963a7-3e0b-4a73-92d5-b6f401376f36",1,0,210,210,210,210,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9055508b-7b46-41a9-a048-950d63ffd07a",1,0,650,651,651,651,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9055508b-7b46-41a9-a048-950d63ffd07a",1,0,180,181,181,181,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=90566bda-e729-4cf1-8c6b-f1deacb17eb6",1,0,360,359,359,359,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=90566bda-e729-4cf1-8c6b-f1deacb17eb6",1,0,480,476,476,476,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=92221ec2-8507-4d96-a62f-9e6a93770ea7",1,0,400,395,395,395,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=92221ec2-8507-4d96-a62f-9e6a93770ea7",1,0,190,189,189,189,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=93134b3f-c19d-41e1-885f-182bff33e34d",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=93134b3f-c19d-41e1-885f-182bff33e34d",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=94ca3ff1-75cc-44ac-9c8f-6ca13221158a",1,0,450,450,450,450,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=94ca3ff1-75cc-44ac-9c8f-6ca13221158a",1,0,140,140,140,140,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9ad52545-17c3-4e8e-9d2e-ab714282adb3",1,0,460,458,458,458,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9ad52545-17c3-4e8e-9d2e-ab714282adb3",1,0,260,258,258,258,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9b0a154f-25b0-4bd1-9fd3-9c974f0e704a",1,0,370,366,366,366,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9b0a154f-25b0-4bd1-9fd3-9c974f0e704a",1,0,200,195,195,195,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9de0a82a-09e6-4662-8900-c93ca0d71069",1,0,520,515,515,515,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9de0a82a-09e6-4662-8900-c93ca0d71069",1,0,260,257,257,257,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9e6e2087-8d3f-40fc-b7be-9a91281a92fb",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9e6e2087-8d3f-40fc-b7be-9a91281a92fb",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9f3cce6c-9c3c-4771-969d-6ccb1cd81ec3",1,0,380,383,383,383,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9f3cce6c-9c3c-4771-969d-6ccb1cd81ec3",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a0002c98-a07d-48c4-aca5-b2caa381899b",1,0,320,317,317,317,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a0002c98-a07d-48c4-aca5-b2caa381899b",1,0,320,318,318,318,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a432def1-4726-47c9-b88f-fc4d8961ec12",1,0,300,297,297,297,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a432def1-4726-47c9-b88f-fc4d8961ec12",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a703ace3-afef-4718-acd6-0ecd7c851865",1,0,360,361,361,361,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a703ace3-afef-4718-acd6-0ecd7c851865",1,0,190,191,191,191,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a84dcf87-82a3-4097-a473-2bc5034cbd92",1,0,310,306,306,306,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a84dcf87-82a3-4097-a473-2bc5034cbd92",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a8e26350-66bd-4a1e-b3c6-643250826eb0",1,0,740,736,736,736,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a8e26350-66bd-4a1e-b3c6-643250826eb0",1,0,180,182,182,182,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a900faca-a2b7-4ba8-ae07-9751e56fd286",1,0,560,560,560,560,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a900faca-a2b7-4ba8-ae07-9751e56fd286",1,0,540,542,542,542,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=aa6f7a69-b6de-4db1-a00b-acf6fe04f6f6",1,0,540,536,536,536,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=aa6f7a69-b6de-4db1-a00b-acf6fe04f6f6",1,0,260,257,257,257,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=aa7d5e07-fc94-4373-b9f1-fd0cb7230257",1,0,700,702,702,702,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=aa7d5e07-fc94-4373-b9f1-fd0cb7230257",1,0,260,255,255,255,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ac6209bd-9d22-49d0-aa3e-a1e63649b285",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ac6209bd-9d22-49d0-aa3e-a1e63649b285",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=acb568f9-9b83-449c-890d-3a2b37a250e0",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=acb568f9-9b83-449c-890d-3a2b37a250e0",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ad2a43fe-9b61-45ff-a8dc-07352ce63db4",1,0,330,329,329,329,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ad2a43fe-9b61-45ff-a8dc-07352ce63db4",1,0,370,367,367,367,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=adfdd296-0791-4bfc-983d-565059609aa0",1,0,850,852,852,852,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=adfdd296-0791-4bfc-983d-565059609aa0",1,0,470,467,467,467,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ae380e93-e025-4bbf-8c3b-df91a522dc61",1,0,580,580,580,580,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=ae380e93-e025-4bbf-8c3b-df91a522dc61",1,0,220,222,222,222,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b0a11504-1bac-4be3-932b-a77e51b3969d",1,0,320,317,317,317,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b0a11504-1bac-4be3-932b-a77e51b3969d",1,0,250,249,249,249,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b1c4c9ca-abbd-459f-b260-b65b139f36da",1,0,310,313,313,313,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b1c4c9ca-abbd-459f-b260-b65b139f36da",1,0,180,185,185,185,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b2abd3df-4613-4b12-bede-e2e1cc03794c",1,0,610,609,609,609,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b2abd3df-4613-4b12-bede-e2e1cc03794c",1,0,160,155,155,155,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b33c4eb7-338c-4559-a498-ca9592ae4014",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b33c4eb7-338c-4559-a498-ca9592ae4014",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b8757c7e-a157-4520-8a89-6767ce0a0966",1,0,420,421,421,421,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b8757c7e-a157-4520-8a89-6767ce0a0966",1,0,260,255,255,255,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b9517284-80ef-43d7-923d-14db4549e775",1,0,410,412,412,412,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=b9517284-80ef-43d7-923d-14db4549e775",1,0,280,275,275,275,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bc36dbd1-abdd-4627-aa50-c4d5f2ba171c",1,0,490,489,489,489,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bc36dbd1-abdd-4627-aa50-c4d5f2ba171c",1,0,280,281,281,281,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bc6177f6-6ea2-448f-87ac-db7bc9a506c2",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bc6177f6-6ea2-448f-87ac-db7bc9a506c2",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=be31a991-d764-48b6-9f2e-da371df5c35a",1,0,520,518,518,518,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=be31a991-d764-48b6-9f2e-da371df5c35a",1,0,260,258,258,258,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bfbe4c2c-33b5-435a-811d-1aa24fbf253b",1,0,430,431,431,431,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=bfbe4c2c-33b5-435a-811d-1aa24fbf253b",1,0,260,260,260,260,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c01703af-2ac3-48e0-ab1d-51cca9025fea",1,0,1100,1073,1073,1073,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c01703af-2ac3-48e0-ab1d-51cca9025fea",1,0,270,273,273,273,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c024b2ef-3748-4c85-8c16-e2689c22001f",1,0,400,395,395,395,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c024b2ef-3748-4c85-8c16-e2689c22001f",1,0,180,181,181,181,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c117222f-ab47-45e7-9181-db889f243001",1,0,390,391,391,391,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c117222f-ab47-45e7-9181-db889f243001",1,0,230,226,226,226,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c18ca743-246a-4297-850f-80c5bbb43f03",1,0,290,286,286,286,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c18ca743-246a-4297-850f-80c5bbb43f03",1,0,160,161,161,161,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c30fc78c-7647-47b0-9c55-3a1c2cfdd2b8",1,0,310,306,306,306,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c30fc78c-7647-47b0-9c55-3a1c2cfdd2b8",1,0,250,248,248,248,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c33802d6-0efb-432a-a950-03a0d206bd65",1,0,580,581,581,581,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c33802d6-0efb-432a-a950-03a0d206bd65",1,0,270,270,270,270,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c3a4deb8-0ccf-4cf4-885c-be5bda2cef83",1,0,700,699,699,699,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c3a4deb8-0ccf-4cf4-885c-be5bda2cef83",1,0,150,149,149,149,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c82a68e3-5428-4eba-8541-9fd97d30a0e9",1,0,420,425,425,425,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c82a68e3-5428-4eba-8541-9fd97d30a0e9",1,0,320,324,324,324,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c8f9f4c9-27ea-4b9c-92a2-d77d61c28f5b",1,0,460,465,465,465,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c8f9f4c9-27ea-4b9c-92a2-d77d61c28f5b",1,0,150,154,154,154,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c974cd50-20f2-4658-810e-87587fdb07af",1,0,360,356,356,356,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=c974cd50-20f2-4658-810e-87587fdb07af",1,0,260,257,257,257,4701,0.01
