"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=17b1d6b2-a98d-4a9f-bc51-30af89286300",1,0,460,464,464,464,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=17b1d6b2-a98d-4a9f-bc51-30af89286300",1,0,190,190,190,190,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=19766ec5-52b7-45a0-868d-ee19b1ba3938",1,0,420,419,419,419,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=19766ec5-52b7-45a0-868d-ee19b1ba3938",1,0,180,181,181,181,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=19bf9e5a-d0cb-4d2d-aa76-17ef86ce4354",1,0,480,476,476,476,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=19bf9e5a-d0cb-4d2d-aa76-17ef86ce4354",1,0,290,291,291,291,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=1c4b43f4-4ab1-4207-ac27-ec635d92ee28",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=1c4b43f4-4ab1-4207-ac27-ec635d92ee28",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=1e4999a1-9e92-4ef0-9627-fe0c344ab3e3",1,0,570,572,572,572,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=1e4999a1-9e92-4ef0-9627-fe0c344ab3e3",1,0,380,385,385,385,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=213e09af-7015-4410-98e6-db6ca5db169b",1,0,420,417,417,417,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=213e09af-7015-4410-98e6-db6ca5db169b",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2170ee66-55e0-4cd2-8620-16bdcf3dc626",1,0,2900,2882,2882,2882,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2170ee66-55e0-4cd2-8620-16bdcf3dc626",1,0,180,179,179,179,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2471c78a-a0e0-4d56-9dd8-48fcbc7dbad9",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2471c78a-a0e0-4d56-9dd8-48fcbc7dbad9",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2483eb84-8146-4d3f-92b9-ba8cf22ea650",1,0,580,579,579,579,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2483eb84-8146-4d3f-92b9-ba8cf22ea650",1,0,160,165,165,165,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=256d0802-6b82-41d4-93c8-2c88fab81397",1,0,500,505,505,505,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=256d0802-6b82-41d4-93c8-2c88fab81397",1,0,200,201,201,201,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=268c5650-ae73-41df-906e-a2c2efc44599",1,0,370,372,372,372,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=268c5650-ae73-41df-906e-a2c2efc44599",1,0,190,188,188,188,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=26e44f6c-bbca-4adb-9b24-c8387a931ee7",1,0,300,302,302,302,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=26e44f6c-bbca-4adb-9b24-c8387a931ee7",1,0,140,143,143,143,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=28167327-555f-4f50-9df6-690f798d4bc3",1,0,740,744,744,744,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=28167327-555f-4f50-9df6-690f798d4bc3",1,0,190,188,188,188,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=29bd54dc-d1d4-4f58-8760-5ee4f53b8cc9",1,0,540,535,535,535,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=29bd54dc-d1d4-4f58-8760-5ee4f53b8cc9",1,0,280,275,275,275,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2bbe089e-80a4-4d89-8f38-80a1f86c3ab4",1,0,380,377,377,377,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2bbe089e-80a4-4d89-8f38-80a1f86c3ab4",1,0,150,150,150,150,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2bfa560d-1fe0-4276-914e-352084e4495c",1,0,290,291,291,291,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2bfa560d-1fe0-4276-914e-352084e4495c",1,0,270,267,267,267,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2c3a0525-72ab-4550-ab80-5544cbdb2597",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2c3a0525-72ab-4550-ab80-5544cbdb2597",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2e73517f-0c51-465f-9ac0-be282fa8495b",1,0,360,362,362,362,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2e73517f-0c51-465f-9ac0-be282fa8495b",1,0,140,142,142,142,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2f64c717-ba04-45e6-803d-f31860f5c801",1,0,300,305,305,305,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2f64c717-ba04-45e6-803d-f31860f5c801",1,0,190,186,186,186,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2fa04e8f-5efb-4979-baa1-37e4195e30ec",1,0,470,470,470,470,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2fa04e8f-5efb-4979-baa1-37e4195e30ec",1,0,210,206,206,206,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2fb40b30-c1a5-47be-acc7-8d5489303a89",1,0,300,300,300,300,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=2fb40b30-c1a5-47be-acc7-8d5489303a89",1,0,190,186,186,186,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=302a60c0-33c4-4c7d-a2f3-992635a02662",1,0,540,542,542,542,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=302a60c0-33c4-4c7d-a2f3-992635a02662",1,0,180,179,179,179,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=306237b4-78da-49ae-8046-8e783c1d92e3",1,0,470,466,466,466,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=306237b4-78da-49ae-8046-8e783c1d92e3",1,0,180,185,185,185,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=33c6f88d-6e47-4d8b-8899-33bf865b4332",1,0,290,292,292,292,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=33c6f88d-6e47-4d8b-8899-33bf865b4332",1,0,180,182,182,182,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=33d101bf-4a2d-44c6-a979-c1b40036abb0",1,0,410,407,407,407,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=33d101bf-4a2d-44c6-a979-c1b40036abb0",1,0,160,155,155,155,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=342440a9-fe6f-4edf-8c0e-9541317a768a",1,0,640,637,637,637,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=342440a9-fe6f-4edf-8c0e-9541317a768a",1,0,400,402,402,402,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3459959e-d39e-4e46-80b4-2b929406d7a4",1,0,450,448,448,448,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3459959e-d39e-4e46-80b4-2b929406d7a4",1,0,180,181,181,181,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=35b5801b-9422-4efd-9332-768b2fd3cf96",1,0,420,417,417,417,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=35b5801b-9422-4efd-9332-768b2fd3cf96",1,0,660,664,664,664,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=36011c15-0140-438e-9ce1-bfee1cb6154e",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=36011c15-0140-438e-9ce1-bfee1cb6154e",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3726851a-beb9-4432-ad1c-e5b051a7070d",1,0,360,357,357,357,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3726851a-beb9-4432-ad1c-e5b051a7070d",1,0,180,178,178,178,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=38282388-abb5-4a4f-bb0b-7af69a0d371c",1,0,490,487,487,487,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=38282388-abb5-4a4f-bb0b-7af69a0d371c",1,0,480,476,476,476,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=382d2fa1-8473-4503-abdf-797a03539e7f",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=382d2fa1-8473-4503-abdf-797a03539e7f",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=38daf9d6-3290-4ade-bcf3-1172c4c01ddd",1,0,330,327,327,327,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=38daf9d6-3290-4ade-bcf3-1172c4c01ddd",1,0,320,321,321,321,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=39f93d46-1fe5-47cd-a8ee-4cb659a408de",1,0,310,310,310,310,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=39f93d46-1fe5-47cd-a8ee-4cb659a408de",1,0,460,462,462,462,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3ae07354-d805-48b9-bebf-34a975571120",1,0,470,467,467,467,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3ae07354-d805-48b9-bebf-34a975571120",1,0,250,252,252,252,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3bc06870-4cc3-4ffc-9072-89f8e7c7bacc",1,0,560,557,557,557,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3bc06870-4cc3-4ffc-9072-89f8e7c7bacc",1,0,440,445,445,445,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3bf86289-8a6d-4f90-8b2d-585eeec08758",1,0,310,313,313,313,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3bf86289-8a6d-4f90-8b2d-585eeec08758",1,0,160,156,156,156,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3cdce92b-8c0f-4f44-9d1e-7b2cb2785366",1,0,390,386,386,386,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3cdce92b-8c0f-4f44-9d1e-7b2cb2785366",1,0,140,140,140,140,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3dcbfe70-343f-42f6-988f-c19fad21122a",1,0,400,401,401,401,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3dcbfe70-343f-42f6-988f-c19fad21122a",1,0,180,182,182,182,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3dd1c2ee-bc6f-4116-ba85-1dcc60404dd6",1,0,500,505,505,505,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3dd1c2ee-bc6f-4116-ba85-1dcc60404dd6",1,0,200,196,196,196,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3e60c755-1f81-4f90-8c9f-ed81c53de4ec",1,0,420,425,425,425,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3e60c755-1f81-4f90-8c9f-ed81c53de4ec",1,0,390,392,392,392,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3f834420-b450-4d0a-b28e-5a268258be27",1,0,570,570,570,570,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3f834420-b450-4d0a-b28e-5a268258be27",1,0,540,541,541,541,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3ffcb269-aefc-43bd-a05c-9dfd2dc7c1f8",1,0,430,432,432,432,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=3ffcb269-aefc-43bd-a05c-9dfd2dc7c1f8",1,0,250,253,253,253,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=41635081-5a98-41b3-9ee5-835be47f6a37",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=41635081-5a98-41b3-9ee5-835be47f6a37",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=42f8daf2-cf53-4d89-8af5-d56c1e4e7164",1,0,440,438,438,438,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=42f8daf2-cf53-4d89-8af5-d56c1e4e7164",1,0,180,182,182,182,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4338e58c-af60-46b7-90c3-00f83bda7bd9",1,0,660,662,662,662,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4338e58c-af60-46b7-90c3-00f83bda7bd9",1,0,210,210,210,210,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=46a63ec6-148b-498e-9bbb-07d10509f2c2",1,0,620,623,623,623,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=46a63ec6-148b-498e-9bbb-07d10509f2c2",1,0,180,182,182,182,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=470b25bf-90f2-4f6d-85dd-bb75081b3387",1,0,300,305,305,305,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=470b25bf-90f2-4f6d-85dd-bb75081b3387",1,0,140,139,139,139,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=48a0ce0a-0265-4feb-a5b2-fa64710a15ce",1,0,300,300,300,300,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=48a0ce0a-0265-4feb-a5b2-fa64710a15ce",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4950ab6a-cfe5-495d-a024-2bc8286e12b9",1,0,570,568,568,568,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4950ab6a-cfe5-495d-a024-2bc8286e12b9",1,0,280,282,282,282,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4a0a5874-621b-453c-b909-f906a068de4f",1,0,350,349,349,349,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4a0a5874-621b-453c-b909-f906a068de4f",1,0,140,144,144,144,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4b1f7b72-17e4-4d62-91d0-881a61a56687",1,0,420,424,424,424,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4b1f7b72-17e4-4d62-91d0-881a61a56687",1,0,260,263,263,263,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4c3c3d1b-9305-4deb-b976-6f7a1755c077",1,0,320,317,317,317,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4c3c3d1b-9305-4deb-b976-6f7a1755c077",1,0,310,313,313,313,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4d49abf6-d019-4a86-afaa-cc3c7d802f65",1,0,480,478,478,478,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4d49abf6-d019-4a86-afaa-cc3c7d802f65",1,0,240,245,245,245,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4da4024d-9c0b-47ab-bb86-8b27d0f1d2e4",1,0,540,544,544,544,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4da4024d-9c0b-47ab-bb86-8b27d0f1d2e4",1,0,200,200,200,200,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4e9c2a5b-0985-4663-a816-bb837d4b71f4",1,0,600,604,604,604,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=4e9c2a5b-0985-4663-a816-bb837d4b71f4",1,0,160,155,155,155,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5023770d-fa1e-4bca-b2d5-9875b5d53aeb",1,0,440,441,441,441,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5023770d-fa1e-4bca-b2d5-9875b5d53aeb",1,0,200,200,200,200,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=506cd1bf-ba21-40f7-a0be-1a7193b56d80",1,0,380,382,382,382,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=506cd1bf-ba21-40f7-a0be-1a7193b56d80",1,0,400,398,398,398,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5190d3a5-09a9-4c93-9afa-706910ec6512",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5190d3a5-09a9-4c93-9afa-706910ec6512",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=530510bb-df2e-41fd-82df-3e50d9631336",1,0,2900,2895,2895,2895,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=530510bb-df2e-41fd-82df-3e50d9631336",1,0,180,178,178,178,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=596b5fd9-9957-45ae-8141-4a7a780dc116",1,0,360,356,356,356,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=596b5fd9-9957-45ae-8141-4a7a780dc116",1,0,460,461,461,461,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=59cefe11-0b39-418f-9cbd-d902c8f540a0",1,0,500,499,499,499,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=59cefe11-0b39-418f-9cbd-d902c8f540a0",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5aa4340a-1c61-4d3a-90f3-c5a69b489038",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5aa4340a-1c61-4d3a-90f3-c5a69b489038",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5b68837a-a350-4a57-9a42-01d09438106f",1,0,320,321,321,321,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5b68837a-a350-4a57-9a42-01d09438106f",1,0,250,246,246,246,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5d6e96b1-af7e-46ae-8fa8-16962730879f",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5d6e96b1-af7e-46ae-8fa8-16962730879f",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5f2d9380-ebf5-4d9f-90ea-37cd3cab4163",1,0,560,561,561,561,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5f2d9380-ebf5-4d9f-90ea-37cd3cab4163",1,0,230,229,229,229,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5f5128f4-9b8d-4f2b-97b2-cdd4dde7f839",1,0,2100,2051,2051,2051,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5f5128f4-9b8d-4f2b-97b2-cdd4dde7f839",1,0,190,187,187,187,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5ffe15c9-f4e6-4253-a60f-4f881bd2ed32",1,0,620,621,621,621,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5ffe15c9-f4e6-4253-a60f-4f881bd2ed32",1,0,180,183,183,183,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=607b617c-bafa-44f7-99d3-71cf04f09e8e",1,0,400,400,400,400,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=607b617c-bafa-44f7-99d3-71cf04f09e8e",1,0,340,338,338,338,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=647e61cc-a0da-4309-8152-8cd7f4456d94",1,0,370,372,372,372,15,0.01
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=647e61cc-a0da-4309-8152-8cd7f4456d94",1,0,150,152,152,152,4701,0.01
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6658c415-8dbc-4fe7-94a4-1cf2b1016024",1,0,440,440,440,440,15,0.01
