Users,Requests,Datacenter,Min,Max,Mean,Median,StandardDev
500,5,Datacenter_Europe,514.9778500613414,55824.257865807784,26709.21239988761,26723.41709294849,15215.518397236987
500,5,Datacenter_Asia,1461.3594939160619,27996.289842685193,14310.836768088217,14307.218141337777,7634.291641753945
750,1,Datacenter_NorthAmerica,1182.3844827989167,10118.74418437834,4909.857741102182,5020.347797906697,2335.710100804237
750,1,Datacenter_SouthAmerica,1474.4689986920735,10210.281821038448,5081.436017284845,5265.187043184405,2295.9022841944725
750,1,Datacenter_Europe,525.2336727624901,16353.482902825306,8221.057663376618,8277.1453220255,4538.491431390794
750,1,Datacenter_Asia,1428.1744580642141,10138.252271243431,5120.112042039957,5286.839926588234,2318.095386870916
750,2,Datacenter_NorthAmerica,1168.4959405354352,17413.076665106622,8875.018485636212,8965.646542472732,4603.3724242591
750,2,Datacenter_SouthAmerica,1474.782467788214,18092.63229860808,9186.677331769828,9262.415308391744,4591.6064458309775
750,2,Datacenter_Europe,516.9024785903292,32437.389052318045,16217.304757802303,16226.874023673485,9146.41582606955
750,2,Datacenter_Asia,1427.0589955321316,17488.89642214334,9036.700762649267,9174.995627128252,4575.078440908962
750,3,Datacenter_NorthAmerica,1185.7383963564607,25941.98297624624,12820.371025586011,12797.70746272048,6889.424071535827
750,3,Datacenter_SouthAmerica,1477.5326106522605,25473.730997375736,13029.237125665286,13148.411018633844,6837.156502041848
750,3,Datacenter_Europe,512.5523461193544,48459.695243780356,24073.00930103767,24044.928933635252,13693.404009132353
750,3,Datacenter_Asia,1486.5206617551653,25652.090979360815,12990.983613188684,13006.28864454891,6846.878645817509
750,4,Datacenter_NorthAmerica,1168.0326223461107,33038.049412204644,16748.029684831505,16697.761295982007,9121.225335228415
750,4,Datacenter_SouthAmerica,1534.9513205719281,33835.283462585765,16988.887532590477,17040.21332612977,9146.396173433943
750,4,Datacenter_Europe,513.4537054662893,64109.01474501525,31939.614019688102,31918.042157889024,18251.195328476308
750,4,Datacenter_Asia,1431.0452538054838,33664.88057153696,17027.905920013083,17041.298555645135,9138.433931915917
750,5,Datacenter_NorthAmerica,1168.4118520174243,41245.91912143064,20645.31755706544,20564.60204332812,11409.126515463906
750,5,Datacenter_SouthAmerica,1485.901759691711,41008.95185665307,21068.415490407253,21137.42582396249,11405.619429579368
750,5,Datacenter_Europe,511.6104064285718,80524.16811307803,39917.264314814296,39977.53481676424,22833.85948672994
750,5,Datacenter_Asia,1438.210131686469,41230.99638650543,20749.65107621423,20677.932257637447,11377.77024078554
1000,1,Datacenter_NorthAmerica,1192.160355865447,12041.583565447618,6188.599336731571,6367.03906741124,3042.4482599684848
1000,1,Datacenter_SouthAmerica,1475.2124743738782,12357.259993638561,6440.746728756174,6655.688969518651,3066.594668612842
1000,1,Datacenter_Europe,513.3817866946005,22919.86604746152,10934.957638337282,10945.890565954905,6108.148474376763
1000,1,Datacenter_Asia,1434.6724557961302,12664.075556873318,6408.094868517691,6572.273343954976,3075.694461363979
1000,2,Datacenter_NorthAmerica,1171.4375106311695,22650.449776274396,11520.956730983675,11591.037480128018,6145.952665388092
1000,2,Datacenter_SouthAmerica,1500.3119841366438,22596.98339484396,11717.24472093895,11844.252148659201,6082.7740430796475
1000,2,Datacenter_Europe,510.5015971068193,42997.04685447234,21415.238315791365,21492.953280817466,12159.792349711528
1000,2,Datacenter_Asia,1430.3539044109127,22686.35233342156,11646.359250216245,11779.59905668351,6077.093064067123
1000,3,Datacenter_NorthAmerica,1170.5709530238796,33673.26611129787,16688.972825415774,16663.32018407595,9149.753307521774
1000,3,Datacenter_SouthAmerica,1468.8477550494551,34322.58361990897,16877.67908222708,16883.851766330532,9081.417483823043
1000,3,Datacenter_Europe,516.5859825661211,65369.848102773016,32013.520184640995,32051.98891524206,18289.414065296856
1000,3,Datacenter_Asia,1421.583494409827,33749.43966487368,16915.490493268902,16913.15124256643,9147.283592521457
1000,4,Datacenter_NorthAmerica,1197.1690944474724,43671.51717104307,21896.53960161082,21801.158536921605,12143.36088681096
1000,4,Datacenter_SouthAmerica,1472.0788063704344,45348.772420721354,22310.84517991893,22271.706944616126,12130.512233615786
1000,4,Datacenter_Europe,530.1433875075303,85542.25412714206,42466.84198986746,42513.379362984226,24350.272450443143
1000,4,Datacenter_Asia,1475.7476162676508,45810.71268601874,22152.325943092153,22156.115826300214,12154.974496659303
1000,5,Datacenter_NorthAmerica,1179.6594112467303,40903.28808731057,20604.288347335183,20648.146152006862,11346.430034509664
1000,5,Datacenter_SouthAmerica,1541.6783796985023,41310.42754856223,20913.1769491941,20915.807613443034,11390.506624704414
1000,5,Datacenter_Europe,515.5774303172174,80098.14257264821,39899.35245797774,39928.42875524727,22813.209736707155
1000,5,Datacenter_Asia,1438.2272101760213,41013.742875579264,20887.280593263567,20875.693086956286,11397.640594530252
1250,1,Datacenter_NorthAmerica,1177.5829441190613,14802.785230466401,7582.164202995202,7673.553520007492,3839.720024258349
1250,1,Datacenter_SouthAmerica,1483.7314666964264,15235.051023270447,7767.241531619055,7814.978899600212,3806.5923243441703
1250,1,Datacenter_Europe,528.2720646596546,27507.05266054413,13550.484841220516,13469.58180590142,7606.651038376819
1250,1,Datacenter_Asia,1427.089068209572,15141.018272423746,7772.308782359544,7885.672114734089,3831.0959470691178
1250,2,Datacenter_NorthAmerica,1171.4949578269,28485.955652366712,14079.178842456113,14142.775571347676,7630.265860248183
1250,2,Datacenter_SouthAmerica,1504.2027281804126,28035.384689647064,14324.453091182584,14292.685467927831,7622.092239311294
1250,2,Datacenter_Europe,511.22477459403734,54187.91314111584,26726.491665372134,26779.42420327306,15230.649839977852
1250,2,Datacenter_Asia,1435.2195924892976,28131.90998442723,14331.063178277103,14359.674591996416,7635.966863166924
1250,3,Datacenter_NorthAmerica,1181.078344295849,40876.13650535501,20520.124617389432,20407.854693321227,11365.38887782217
1250,3,Datacenter_SouthAmerica,1482.2917724310857,41585.675702387976,20837.878026838975,20887.765039830054,11349.537837694055
1250,3,Datacenter_Europe,510.90915618538565,80047.44410328442,39911.697671618465,39941.07359780115,22831.2867587956
1250,3,Datacenter_Asia,1430.837163344991,41222.86023176435,20808.963083673185,20812.12294170834,11347.736367029896
1250,4,Datacenter_NorthAmerica,1167.2428883798584,40981.69598044866,20542.85288713844,20546.630935088768,11388.727439039802
1250,4,Datacenter_SouthAmerica,1484.5631825348064,41222.4487132116,20854.920754284438,20820.772384381475,11371.01302553645
1250,4,Datacenter_Europe,536.8347584010556,80298.3507681662,39899.07010527574,39921.38580869135,22837.84676226234
1250,4,Datacenter_Asia,1422.6154601576723,41017.08038853323,20838.74740324496,20812.97426604666,11388.260845289986
1250,5,Datacenter_NorthAmerica,1170.8653020927372,51877.34397253493,25636.04831320351,25606.49634849195,14247.495745403648
1250,5,Datacenter_SouthAmerica,1476.0297192385012,51109.71414816403,25762.437055537226,25745.1665644281,14220.000256680198
1250,5,Datacenter_Europe,516.4726058666803,100210.40572621748,49790.6810672395,49824.88184776228,28557.219644400364
1250,5,Datacenter_Asia,1441.778054632628,51784.33136209259,25769.19297122613,25689.400075558875,14240.193075434336
1500,1,Datacenter_NorthAmerica,1177.2770285438219,17450.83543122978,8779.335471648625,8904.593049008508,4603.883172330268
1500,1,Datacenter_SouthAmerica,1481.2262882822683,18131.703693282034,9130.90601772191,9228.724996287054,4604.088602893028
1500,1,Datacenter_Europe,518.827617918772,32710.341841379774,16218.13384706347,16203.083309950223,9143.681270909867
1500,1,Datacenter_Asia,1425.8152555102479,18265.314186129923,9059.314759098974,9139.931678171613,4576.711922170877
1500,2,Datacenter_NorthAmerica,1169.0345213436008,32875.62831063862,16647.993664131012,16664.78846675632,9104.441531663137
1500,2,Datacenter_SouthAmerica,1471.4608885700754,33010.68238928954,17024.377350092796,17011.247618180492,9132.786465305378
1500,2,Datacenter_Europe,525.8203227202071,64537.23613644645,32028.45029543213,32037.738219266874,18275.41410193227
1500,2,Datacenter_Asia,1424.2069502567845,33953.069025427125,16879.8913103783,16870.840010210653,9140.255627557175
1500,3,Datacenter_NorthAmerica,1179.5808469254994,36930.710982859826,18591.998317183377,18576.607765155917,10225.313991876019
1500,3,Datacenter_SouthAmerica,1478.4636113575634,37207.738260414415,18993.97331953201,18948.76459694746,10236.200441274663
1500,3,Datacenter_Europe,511.81009485849944,72089.62716847238,35902.94634339756,35935.488530209775,20532.337699531286
1500,3,Datacenter_Asia,1434.7139969184518,38100.92446057633,18945.078281512917,18996.972522261378,10260.111400619926
1500,4,Datacenter_NorthAmerica,1170.1715027942453,49586.008879256675,24560.77388331656,24510.011514550275,13675.287672673921
1500,4,Datacenter_SouthAmerica,1496.359364827552,50347.716276218685,24906.65933706955,24837.02589509754,13685.442937295784
1500,4,Datacenter_Europe,516.8097870921857,96103.47552622294,47719.05470431381,47830.00605708629,27355.936856741348
1500,4,Datacenter_Asia,1464.107746653527,50327.52490279657,24811.178477213474,24696.18180176508,13679.729642784177
1500,5,Datacenter_NorthAmerica,1195.5301844811947,61667.711266604834,30422.498609736995,30442.856754950764,17087.142437776274
1500,5,Datacenter_SouthAmerica,1468.9015730878418,63174.94258222824,30795.05425115897,30823.54926183395,17110.790928753824
1500,5,Datacenter_Europe,516.8908233640145,120147.68481607636,59743.55931615023,59743.723681084724,34297.603929987126
1500,5,Datacenter_Asia,1432.549135936456,61937.3216073465,30655.968147500094,30709.23989892518,17028.063687279555
