Users,Requests,Datacenter,Min,Max,Mean,Median,StandardDev
250,1,Datacenter_NorthAmerica,1170.8232564748405,4165.67911707386,2219.113595908533,2432.4341662198476,759.8925437435169
250,1,Datacenter_SouthAmerica,1479.4116541578426,4562.328159908402,2442.5428332674833,2741.3405855193055,744.2054954182046
250,1,Datacenter_Europe,527.1794390950686,6044.637421537808,2987.0764178793393,3064.7760050534416,1523.0601178711345
250,1,Datacenter_Asia,1425.5777425745378,4603.512709501676,2462.561755854747,2633.51904391027,768.2355280428935
250,2,Datacenter_NorthAmerica,1172.209502277116,6827.600472981608,3567.124418976303,3780.159820375547,1545.291804471102
250,2,Datacenter_SouthAmerica,1532.0303293202248,7139.299445428726,3831.149882057714,4133.946109009741,1514.3886954987222
250,2,Datacenter_Europe,511.55504898788,11260.388803008671,5667.688321627947,5714.250804356827,3052.5101298701484
250,2,Datacenter_Asia,1432.4654021168308,7243.597643071676,3799.0118071678125,4027.644601893644,1537.4294296233895
250,3,Datacenter_NorthAmerica,1179.2835417888555,9528.486611659948,4760.236266823425,4975.625082968327,2289.002455935239
250,3,Datacenter_SouthAmerica,1489.033061538219,10118.986136744255,5345.90572435778,5469.309042137475,2304.4916059146835
250,3,Datacenter_Europe,523.9520088108108,16430.592930219773,8283.602190408721,8314.731837303738,4572.537577598862
250,3,Datacenter_Asia,1448.1336462806516,9464.092905214728,5042.929036768528,5258.546029041703,2302.720754787131
250,4,Datacenter_NorthAmerica,1178.6042423864121,12107.599354455348,6154.828843771361,6267.251862286457,3072.1263681541946
250,4,Datacenter_SouthAmerica,1564.6397340070125,12459.235342118616,6441.901040598016,6622.716609490713,3061.015841302284
250,4,Datacenter_Europe,513.1787532131564,21877.068716207,10877.058002254253,10862.527628566371,6082.469780078991
250,4,Datacenter_Asia,1425.0053307818755,12352.68153385253,6425.297904293347,6506.631237150657,3080.864949331181
250,5,Datacenter_NorthAmerica,1223.8112333208055,15066.922184213941,7494.983458827589,7618.222722432657,3824.175955102629
250,5,Datacenter_SouthAmerica,1487.1828551222152,16583.40366721939,7771.593776573305,7858.938408512858,3838.565786956719
250,5,Datacenter_Europe,528.6969929633722,27230.811297661592,13612.593811475257,13572.470339912452,7628.825181879183
250,5,Datacenter_Asia,1430.441795131738,15108.307793447251,7681.972667539725,7765.06208784555,3818.445131873287
500,1,Datacenter_NorthAmerica,1170.621875590019,6893.073606929548,3495.1073684385046,3681.2479001736738,1535.5871651796745
500,1,Datacenter_SouthAmerica,1501.8915373689704,7364.091323322799,3837.04718441696,4065.209745125886,1533.233826377071
500,1,Datacenter_Europe,513.1894840204135,11281.14905389902,5641.344143818696,5665.736504247431,3057.079430573139
500,1,Datacenter_Asia,1432.8637012726724,7213.54268004901,3789.597638076209,3986.5923979624886,1542.5010046964594
500,2,Datacenter_NorthAmerica,1170.6237442270046,12307.82883046735,6142.146365760655,6217.901213724645,3061.729928472394
500,2,Datacenter_SouthAmerica,1482.328907508745,12689.112235742867,6493.964709968985,6730.727287794632,3096.3757473298506
500,2,Datacenter_Europe,516.6740681461979,22213.61654331135,10932.62640729589,10954.128176886225,6108.930819875032
500,2,Datacenter_Asia,1437.482714033324,12545.401652362834,6493.102903489841,6610.806544611978,3068.208803547426
500,3,Datacenter_NorthAmerica,1168.398216830135,17080.412779465623,8807.762720646897,8850.291121333765,4576.799083084964
500,3,Datacenter_SouthAmerica,1471.4324219086548,17763.683477820134,9060.26040402584,9159.820627533658,4580.598519830343
500,3,Datacenter_Europe,517.3050130276828,32415.15779077867,16153.223947028755,16192.019752814289,9111.21215830638
500,3,Datacenter_Asia,1481.802585766795,17909.78297707384,9112.686639583837,9264.243681163109,4593.249542564281
500,4,Datacenter_NorthAmerica,1179.0767912106148,23240.199341274827,11403.329358869743,11447.042159071512,6083.596273022852
500,4,Datacenter_SouthAmerica,1517.8623304291339,23134.956769652472,11806.924411653432,11813.964325883697,6087.408862770496
500,4,Datacenter_Europe,511.3464634248686,43010.08511286657,21390.49008647349,21434.02097473086,12125.440873158448
500,4,Datacenter_Asia,1436.7211485874004,22962.45902116058,11710.991443106726,11753.277602312224,6103.763186022568
500,5,Datacenter_NorthAmerica,1189.9330941962785,28241.42981987883,14101.684211110356,14079.303545034814,7658.418236832138
500,5,Datacenter_SouthAmerica,1493.001851369651,28635.870259102736,14449.13037952331,14492.144931457038,7646.7547121926455
