"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=52e18fdc-98da-46d3-8da8-19c2b0f3a454",1,0,380,375,375,375,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=52e18fdc-98da-46d3-8da8-19c2b0f3a454",1,0,480,476,476,476,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=53114fee-f312-4cc4-b233-b24064c7c03a",1,0,540,540,540,540,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=53114fee-f312-4cc4-b233-b24064c7c03a",1,0,190,188,188,188,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=539b00cd-8dfb-40f1-9a35-22ae583623c7",1,0,730,727,727,727,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=539b00cd-8dfb-40f1-9a35-22ae583623c7",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5424cb3b-8b58-4375-9481-a10b72846797",1,0,2900,2859,2859,2859,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5424cb3b-8b58-4375-9481-a10b72846797",1,0,350,350,350,350,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=543b73f5-459e-4ddc-b2a0-20df6f3c724b",1,0,2800,2821,2821,2821,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=543b73f5-459e-4ddc-b2a0-20df6f3c724b",1,0,290,287,287,287,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=547b67be-1c53-44bc-ba33-2e08a5ec284c",1,0,350,349,349,349,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=547b67be-1c53-44bc-ba33-2e08a5ec284c",1,0,430,431,431,431,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=548105c3-9696-4484-90f3-accdb41e23fa",1,0,490,488,488,488,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=548105c3-9696-4484-90f3-accdb41e23fa",1,0,270,272,272,272,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=549e0dbd-2cfe-4086-966e-dfe68fe5df88",1,0,480,481,481,481,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=549e0dbd-2cfe-4086-966e-dfe68fe5df88",1,0,260,261,261,261,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=58b0e132-a7a9-49e8-a316-682a4764ca62",1,0,440,441,441,441,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=58b0e132-a7a9-49e8-a316-682a4764ca62",1,0,280,276,276,276,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5976dcf9-d9a0-4705-9047-55db3bedb6a0",1,0,520,519,519,519,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5976dcf9-d9a0-4705-9047-55db3bedb6a0",1,0,180,180,180,180,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5aa0b7bf-1da6-485e-a1cc-60e58c13bc4d",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5aa0b7bf-1da6-485e-a1cc-60e58c13bc4d",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5d87ec2b-2923-4ce7-af04-5bb6291a4874",1,0,440,440,440,440,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5d87ec2b-2923-4ce7-af04-5bb6291a4874",1,0,350,346,346,346,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5de68381-e54a-45ea-ae4f-5bd2294831db",1,0,360,364,364,364,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5de68381-e54a-45ea-ae4f-5bd2294831db",1,0,190,187,187,187,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5e982ef1-8877-4a80-bf86-7ae6a1066768",1,0,1400,1394,1394,1394,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5e982ef1-8877-4a80-bf86-7ae6a1066768",1,0,210,213,213,213,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5f007e92-afe7-4845-be67-41b9fd9adee2",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5f007e92-afe7-4845-be67-41b9fd9adee2",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=60dccf54-f7af-4935-ba21-6f9759957db1",1,0,300,305,305,305,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=60dccf54-f7af-4935-ba21-6f9759957db1",1,0,190,191,191,191,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=62796c3c-3e9d-443a-bfa8-11e95294ef3f",1,0,440,440,440,440,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=62796c3c-3e9d-443a-bfa8-11e95294ef3f",1,0,140,140,140,140,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=632bfe05-b02d-4071-95c3-0980e959b254",1,0,490,490,490,490,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=632bfe05-b02d-4071-95c3-0980e959b254",1,0,420,420,420,420,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6330b0c5-af78-49af-919b-a2918a8eb1db",1,0,830,834,834,834,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6330b0c5-af78-49af-919b-a2918a8eb1db",1,0,290,294,294,294,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=63365e0a-8877-4b11-a4b0-793552da956d",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=63365e0a-8877-4b11-a4b0-793552da956d",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=633cbd4b-37bc-48ed-80cd-93675b161775",1,0,320,325,325,325,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=633cbd4b-37bc-48ed-80cd-93675b161775",1,0,250,246,246,246,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=642276fa-2af2-4c6f-91ec-154011ed7e7a",1,0,960,958,958,958,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=642276fa-2af2-4c6f-91ec-154011ed7e7a",1,0,310,306,306,306,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=65bc87ec-d1dc-4ccf-9344-e472bd004627",1,0,590,593,593,593,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=65bc87ec-d1dc-4ccf-9344-e472bd004627",1,0,190,192,192,192,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=671ad47e-aece-40e4-9de0-c47e8048d500",1,0,560,556,556,556,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=671ad47e-aece-40e4-9de0-c47e8048d500",1,0,200,203,203,203,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=672473a0-4354-405d-8620-b7f36d3b6fc0",1,0,300,305,305,305,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=672473a0-4354-405d-8620-b7f36d3b6fc0",1,0,400,400,400,400,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=681986d0-5ae7-42e0-a543-6d3aebee4baf",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=681986d0-5ae7-42e0-a543-6d3aebee4baf",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6aa26e1e-5ac9-4a97-9aca-bfc6730f2057",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6aa26e1e-5ac9-4a97-9aca-bfc6730f2057",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6dca503c-1b10-4714-8f42-e1adee719cea",1,0,380,375,375,375,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6dca503c-1b10-4714-8f42-e1adee719cea",1,0,210,207,207,207,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6ef4bbc7-ac68-4ca8-aec3-5991149ae4f2",1,0,300,295,295,295,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6ef4bbc7-ac68-4ca8-aec3-5991149ae4f2",1,0,180,181,181,181,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6f2cb516-4402-443f-8707-2ffcbf68fd4d",1,0,2800,2829,2829,2829,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6f2cb516-4402-443f-8707-2ffcbf68fd4d",1,0,320,318,318,318,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7031946c-4d82-449d-a5e4-18df351cd336",1,0,940,935,935,935,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7031946c-4d82-449d-a5e4-18df351cd336",1,0,210,210,210,210,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7138c4f5-554d-4ecc-b1e9-015ae2c7bfb5",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7138c4f5-554d-4ecc-b1e9-015ae2c7bfb5",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71c37a4f-b836-4d83-b748-8d86d68be769",1,0,630,633,633,633,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71c37a4f-b836-4d83-b748-8d86d68be769",1,0,180,181,181,181,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71dad035-ef31-46ae-b923-558ebb0ac7f9",1,0,610,608,608,608,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=71dad035-ef31-46ae-b923-558ebb0ac7f9",1,0,140,139,139,139,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=72349895-3136-4a5f-8e04-ef9b2b148d92",1,0,310,307,307,307,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=72349895-3136-4a5f-8e04-ef9b2b148d92",1,0,340,342,342,342,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=72ead34d-a9e4-41c8-9d02-6e009e00a8c8",1,0,2600,2614,2614,2614,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=72ead34d-a9e4-41c8-9d02-6e009e00a8c8",1,0,620,623,623,623,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7362ce29-e686-4f09-b304-f2b6b9cf205c",1,0,780,783,783,783,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7362ce29-e686-4f09-b304-f2b6b9cf205c",1,0,390,390,390,390,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=74e75997-7e28-44ed-a18c-c5a833a44ff6",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=74e75997-7e28-44ed-a18c-c5a833a44ff6",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=764ec7f3-3a6e-43f2-b5b2-6dcc0f936bf7",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=764ec7f3-3a6e-43f2-b5b2-6dcc0f936bf7",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=76ea6745-dc7e-4992-8416-35317d5a6657",1,0,610,614,614,614,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=76ea6745-dc7e-4992-8416-35317d5a6657",1,0,180,185,185,185,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=77ca25a9-5961-44c2-94fb-1b2f6087aac0",1,0,870,871,871,871,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=77ca25a9-5961-44c2-94fb-1b2f6087aac0",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7828258d-372e-48fe-aab2-ac68f0c597f1",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7828258d-372e-48fe-aab2-ac68f0c597f1",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=78c2f339-1eac-446d-b2bd-cff578af8438",1,0,580,583,583,583,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=78c2f339-1eac-446d-b2bd-cff578af8438",1,0,150,149,149,149,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7a276b44-e40d-483a-be64-dc706e70777b",1,0,360,364,364,364,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7a276b44-e40d-483a-be64-dc706e70777b",1,0,250,253,253,253,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7b254f43-edbf-46ee-82f0-6dbc0b3d97d8",1,0,600,603,603,603,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7b254f43-edbf-46ee-82f0-6dbc0b3d97d8",1,0,180,183,183,183,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7b615489-6037-4868-a34f-5f1f8c293b41",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7b615489-6037-4868-a34f-5f1f8c293b41",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7bae02ea-1ada-4424-b5d5-c1dc2ea831a5",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7bae02ea-1ada-4424-b5d5-c1dc2ea831a5",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7c9513cb-d31b-4f26-86c9-7d5fa83c01bb",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7c9513cb-d31b-4f26-86c9-7d5fa83c01bb",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d78a8d1-a61e-443a-be52-360504f3ef3c",1,0,390,388,388,388,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d78a8d1-a61e-443a-be52-360504f3ef3c",1,0,190,190,190,190,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7e738b1a-3006-4d53-84d5-21d14e539761",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7e738b1a-3006-4d53-84d5-21d14e539761",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=80b22a79-2231-44c1-978e-1b83450b39d8",1,0,410,414,414,414,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=80b22a79-2231-44c1-978e-1b83450b39d8",1,0,180,179,179,179,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=821d57b7-a246-42d8-8e57-6dfb57ba2412",1,0,370,370,370,370,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=821d57b7-a246-42d8-8e57-6dfb57ba2412",1,0,180,181,181,181,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=82ee850f-5326-4a34-ae76-240876043749",1,0,360,358,358,358,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=82ee850f-5326-4a34-ae76-240876043749",1,0,180,183,183,183,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=84c3b049-baca-48fe-bce0-9e1498279f3e",1,0,330,331,331,331,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=84c3b049-baca-48fe-bce0-9e1498279f3e",1,0,200,197,197,197,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=85401613-0943-4287-ab57-06f3b652632a",1,0,560,560,560,560,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=85401613-0943-4287-ab57-06f3b652632a",1,0,210,206,206,206,4701,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=86244db3-e32e-4bf5-96bc-551e89480d6f",1,0,190,189,189,189,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88979eef-b68f-404f-b7c7-1d1fd2820242",1,0,840,837,837,837,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88979eef-b68f-404f-b7c7-1d1fd2820242",1,0,200,204,204,204,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88b6cb3a-143c-4ceb-80cc-230ea46acaaa",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88b6cb3a-143c-4ceb-80cc-230ea46acaaa",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88e8ddb3-fde5-4e7e-9527-f462111120a9",1,0,200,202,202,202,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=898d1ad0-77b7-4319-9be3-3f25ef427656",1,0,340,344,344,344,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=898d1ad0-77b7-4319-9be3-3f25ef427656",1,0,260,259,259,259,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=89dea133-5084-4dd0-98ab-bb628af45736",1,0,310,308,308,308,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=89dea133-5084-4dd0-98ab-bb628af45736",1,0,250,249,249,249,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8a634a20-d54d-4bb8-97ab-78c2d75af484",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8a634a20-d54d-4bb8-97ab-78c2d75af484",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8ab1f076-946b-49ea-8aa1-152cc1c97bd4",1,0,520,517,517,517,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8ab1f076-946b-49ea-8aa1-152cc1c97bd4",1,0,310,311,311,311,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8b68ac86-357b-487e-ab18-547bc0a92444",1,0,500,505,505,505,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8b68ac86-357b-487e-ab18-547bc0a92444",1,0,250,248,248,248,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8c9353e3-d0d8-45d2-8224-c1e2115a7d50",1,0,400,402,402,402,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8c9353e3-d0d8-45d2-8224-c1e2115a7d50",1,0,200,202,202,202,4701,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8d034208-1f16-44f6-8ade-6416bcf112be",1,0,220,221,221,221,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8d37ad74-5f36-455a-ba46-9c6ee4038d4c",1,0,510,510,510,510,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8d37ad74-5f36-455a-ba46-9c6ee4038d4c",1,0,200,203,203,203,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8f33bf36-06ad-4c37-83e7-693e968dae2c",1,0,580,584,584,584,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8f33bf36-06ad-4c37-83e7-693e968dae2c",1,0,180,182,182,182,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=91d21636-2d4e-4d15-9d6b-b6f92950d93b",1,0,780,778,778,778,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=91d21636-2d4e-4d15-9d6b-b6f92950d93b",1,0,180,180,180,180,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9249705b-f05f-4fa0-b9f0-e62570173e3c",1,0,460,463,463,463,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9249705b-f05f-4fa0-b9f0-e62570173e3c",1,0,270,269,269,269,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=92dcf8b2-2b50-4e9e-9a57-81d335dd3238",1,0,720,719,719,719,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=92dcf8b2-2b50-4e9e-9a57-81d335dd3238",1,0,200,198,198,198,4701,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9462238b-5f2a-4c09-b36f-caaa208701fa",1,0,190,194,194,194,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=948f0377-4406-4706-93a6-fa4722d606f3",1,0,640,638,638,638,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=948f0377-4406-4706-93a6-fa4722d606f3",1,0,180,178,178,178,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=96ef0449-1719-414c-8964-8a84cfeb72fd",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=96ef0449-1719-414c-8964-8a84cfeb72fd",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=98ac4b3b-062f-43b6-953f-f88b69dc1ed0",1,0,390,393,393,393,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=98ac4b3b-062f-43b6-953f-f88b69dc1ed0",1,0,200,195,195,195,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=98b793aa-2721-4a80-a1b2-e5d48f904f0a",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=98b793aa-2721-4a80-a1b2-e5d48f904f0a",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=996d7503-8944-49e8-b144-fb30b4374dac",1,0,330,333,333,333,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=996d7503-8944-49e8-b144-fb30b4374dac",1,0,220,225,225,225,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99c74345-9e3d-4389-9a22-57bd942643d5",1,0,540,536,536,536,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99c74345-9e3d-4389-9a22-57bd942643d5",1,0,320,325,325,325,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99fe1f75-2dab-4bc2-ad50-c50c55574edc",1,0,310,312,312,312,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99fe1f75-2dab-4bc2-ad50-c50c55574edc",1,0,190,191,191,191,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9aa23612-f953-4743-b541-58c6962e69f4",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9aa23612-f953-4743-b541-58c6962e69f4",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9ae2f175-0e53-4944-91c4-2385ff72df93",1,0,440,441,441,441,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9ae2f175-0e53-4944-91c4-2385ff72df93",1,0,310,312,312,312,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9c3c67c0-09d4-4366-a293-5a1610c00a66",1,0,2900,2945,2945,2945,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9c3c67c0-09d4-4366-a293-5a1610c00a66",1,0,200,203,203,203,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9c53018d-07c0-4ef5-9cbd-420921ce10ea",1,0,940,936,936,936,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9c53018d-07c0-4ef5-9cbd-420921ce10ea",1,0,180,178,178,178,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9c7de948-dba2-4e24-8429-030a49d39198",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9c7de948-dba2-4e24-8429-030a49d39198",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9cf6e05c-7075-4095-b8f6-46b008261087",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9cf6e05c-7075-4095-b8f6-46b008261087",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9d72a9cc-cc2c-4b79-a3c6-ab2e33f4a04d",1,0,550,553,553,553,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9d72a9cc-cc2c-4b79-a3c6-ab2e33f4a04d",1,0,210,207,207,207,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9ebde3f9-2913-439c-9c3f-24da0f027037",1,0,350,348,348,348,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9ebde3f9-2913-439c-9c3f-24da0f027037",1,0,180,183,183,183,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9ec96325-fb15-4559-b1fd-41287f21210e",1,0,460,461,461,461,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9ec96325-fb15-4559-b1fd-41287f21210e",1,0,250,247,247,247,4701,0.02
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a09b2ea6-7526-43c1-ad38-961ce0928cf0",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a09b2ea6-7526-43c1-ad38-961ce0928cf0",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a19f07d0-623b-4980-bb19-8bed90775c99",1,0,580,582,582,582,15,0.02
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a19f07d0-623b-4980-bb19-8bed90775c99",1,0,190,187,187,187,4701,0.02
