"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /fablabs",153,280,320,370,440,690,2600,3200,3300,3786
"DELETE /fablabs/5a71a18373e3bb000f4b6830/jobs?job=0271731f-1b23-43e6-9d41-0a87ae9ac5c2",1,1200,1200,1200,1200,1200,1200,1200,1200,1198
"GET /fablabs/5a71a18373e3bb000f4b6830/jobs?job=0271731f-1b23-43e6-9d41-0a87ae9ac5c2",1,290,290,290,290,290,290,290,290,287
"/fablabs/5a71a18373e3bb000f4b6830/jobs?job=02cf4e4a-f355-4098-9aec-4e44c237fe44",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"/fablabs/5a71a18373e3bb000f4b6830/jobs?job=02cf4e4a-f355-4098-9aec-4e44c237fe44",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"/fablabs/5a71a18373e3bb000f4b6830/jobs?job=03ce835a-24dd-4ae2-97d3-e3ea3f9c3947",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"/fablabs/5a71a18373e3bb000f4b6830/jobs?job=03ce835a-24dd-4ae2-97d3-e3ea3f9c3947",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DELETE /fablabs/5a71a18373e3bb000f4b6830/jobs?job=03f72f0c-dccd-4f02-b609-dce93086af3f",1,1700,1700,1700,1700,1700,1700,1700,1700,1729
"GET /fablabs/5a71a18373e3bb000f4b6830/jobs?job=03f72f0c-dccd-4f02-b609-dce93086af3f",1,260,260,260,260,260,260,260,260,265
"/fablabs/5a71a18373e3bb000f4b6830/jobs?job=04435a38-7858-4f32-bd02-d763189aea84",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"/fablabs/5a71a18373e3bb000f4b6830/jobs?job=04435a38-7858-4f32-bd02-d763189aea84",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"DELETE /fablabs/5a71a18373e3bb000f4b6830/jobs?job=044eb0e9-a1c6-4984-825d-f23d6133a386",1,960,960,960,960,960,960,960,960,963
"GET /fablabs/5a71a18373e3bb000f4b6830/jobs?job=044eb0e9-a1c6-4984-825d-f23d6133a386",1,400,400,400,400,400,400,400,400,405
"DELETE /fablabs/5a71a18373e3bb000f4b6830/jobs?job=07232642-285d-4089-a432-201d6a051640",1,920,920,920,920,920,920,920,920,915
"GET /fablabs/5a71a18373e3bb000f4b6830/jobs?job=07232642-285d-4089-a432-201d6a051640",1,240,240,240,240,240,240,240,240,235
"DELETE /fablabs/5a71a18373e3bb000f4b6830/jobs?job=0842a333-221f-4993-9276-c5af8e263029",1,4100,4100,4100,4100,4100,4100,4100,4100,4082
"GET /fablabs/5a71a18373e3bb000f4b6830/jobs?job=0842a333-221f-4993-9276-c5af8e263029",1,200,200,200,200,200,200,200,200,196
"/fablabs/5a71a18373e3bb000f4b6830/jobs?job=08701d3c-f090-4795-9519-5bc0d53efa5b",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"/fablabs/5a71a18373e3bb000f4b6830/jobs?job=08701d3c-f090-4795-9519-5bc0d53efa5b",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"GET /fablabs/5a71a18373e3bb000f4b6830/jobs?job=08953127-bb6f-47c0-b84e-003e48def74f",1,340,340,340,340,340,340,340,340,335
"DELETE /fablabs/5a71a18373e3bb000f4b6830/jobs?job=0ac116b4-d37d-408b-b618-7ab3d93a9410",1,2400,2400,2400,2400,2400,2400,2400,2400,2367
"GET /fablabs/5a71a18373e3bb000f4b6830/jobs?job=0ac116b4-d37d-408b-b618-7ab3d93a9410",1,190,190,190,190,190,190,190,190,194
