"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=53ab7689-2976-478b-81dc-c62f8972ea60",1,0,7100,7073,7073,7073,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=53ab7689-2976-478b-81dc-c62f8972ea60",1,0,370,366,366,366,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=547daee4-6507-4e5d-8fba-131adb9f25eb",1,0,1000,1020,1020,1020,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=547daee4-6507-4e5d-8fba-131adb9f25eb",1,0,210,214,214,214,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5510388e-dc90-4a67-bf20-c41056f9969c",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5510388e-dc90-4a67-bf20-c41056f9969c",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=55b141f8-2f74-49ca-8a92-7e097b51e200",1,0,760,760,760,760,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=55b141f8-2f74-49ca-8a92-7e097b51e200",1,0,230,232,232,232,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=563523c7-5f8b-4f82-b3fb-2b43a521920a",1,0,4200,4224,4224,4224,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=563523c7-5f8b-4f82-b3fb-2b43a521920a",1,0,260,264,264,264,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=56918fae-f370-4fa2-8e0f-e2693177c5f8",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=56918fae-f370-4fa2-8e0f-e2693177c5f8",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=57a0977e-bbf0-431d-9eed-b9694c030c0f",1,0,6300,6300,6300,6300,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=57a0977e-bbf0-431d-9eed-b9694c030c0f",1,0,200,196,196,196,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=585d03eb-90c8-451a-bde4-13ceb777fc0a",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=585d03eb-90c8-451a-bde4-13ceb777fc0a",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=59c38d6e-b681-4b3d-82b4-3b0525943f0c",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=59c38d6e-b681-4b3d-82b4-3b0525943f0c",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5cf0281e-ac1e-4cea-8723-38c31864ecb2",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5cf0281e-ac1e-4cea-8723-38c31864ecb2",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5d0dd8e1-1dad-4224-9b05-2417490b910e",1,0,5900,5887,5887,5887,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5d0dd8e1-1dad-4224-9b05-2417490b910e",1,0,300,295,295,295,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5d94c5ac-0d0f-48c4-a309-ad48817d7fc0",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5d94c5ac-0d0f-48c4-a309-ad48817d7fc0",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5e8ab15a-733c-482f-97ee-b0db352dadd9",1,0,1000,1027,1027,1027,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5e8ab15a-733c-482f-97ee-b0db352dadd9",1,0,380,377,377,377,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5f7f9c66-4511-417a-a4f5-07af8547fa36",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=5f7f9c66-4511-417a-a4f5-07af8547fa36",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=63b1ed9b-a674-4b1a-afbe-9d7b33d1ce07",1,0,1200,1180,1180,1180,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=63b1ed9b-a674-4b1a-afbe-9d7b33d1ce07",1,0,310,307,307,307,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=645aec28-894d-4cf8-ac1c-4d8eeaeafe65",1,0,1200,1202,1202,1202,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=645aec28-894d-4cf8-ac1c-4d8eeaeafe65",1,0,300,297,297,297,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=65be9988-1d91-41a9-8cf4-d6feca5b2eec",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=65be9988-1d91-41a9-8cf4-d6feca5b2eec",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=67d1fdb3-b64e-4658-870b-41684c00cbaa",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=67d1fdb3-b64e-4658-870b-41684c00cbaa",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=68d0c1a7-44d2-4617-a38a-704b45389351",1,0,6800,6828,6828,6828,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=68d0c1a7-44d2-4617-a38a-704b45389351",1,0,390,391,391,391,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=692fe8c8-f98f-4c84-9f9f-54b071523d55",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=692fe8c8-f98f-4c84-9f9f-54b071523d55",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=69b70d34-e9a0-4735-aeb7-bb450fe1e447",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=69b70d34-e9a0-4735-aeb7-bb450fe1e447",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6aaeb020-4d7e-4ad2-8e41-f64bdcb70ff8",1,0,360,363,363,363,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6aaeb020-4d7e-4ad2-8e41-f64bdcb70ff8",1,0,200,205,205,205,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6ac88681-d313-46a7-9244-446cd05f737c",1,0,7000,6971,6971,6971,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6ac88681-d313-46a7-9244-446cd05f737c",1,0,280,279,279,279,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6c6cc936-94e5-4740-b910-f0ea651b65b6",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6c6cc936-94e5-4740-b910-f0ea651b65b6",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6d948716-390e-4e72-a91a-ad65dd50f131",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6d948716-390e-4e72-a91a-ad65dd50f131",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6ee7293f-01e9-48e3-b71e-ce5f917eac7c",1,0,6000,5975,5975,5975,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6ee7293f-01e9-48e3-b71e-ce5f917eac7c",1,0,160,162,162,162,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6f7b747a-ce31-4804-a03a-f2f5a2bc4215",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=6f7b747a-ce31-4804-a03a-f2f5a2bc4215",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7247315e-ee38-45f8-bcd7-2f7b4a10596b",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7247315e-ee38-45f8-bcd7-2f7b4a10596b",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=733ec199-1ccf-440e-8f7e-7863ec972902",1,0,2400,2392,2392,2392,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=733ec199-1ccf-440e-8f7e-7863ec972902",1,0,200,195,195,195,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=73ab48bf-028e-4728-b76c-2391389f7740",1,0,4200,4197,4197,4197,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=73ab48bf-028e-4728-b76c-2391389f7740",1,0,3500,3524,3524,3524,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=753a7158-184f-43a8-9be1-0fb481c4ad48",1,0,4300,4293,4293,4293,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=753a7158-184f-43a8-9be1-0fb481c4ad48",1,0,3500,3482,3482,3482,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=75f4c188-b307-4b30-b651-518a95f5aabc",1,0,6100,6108,6108,6108,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=75f4c188-b307-4b30-b651-518a95f5aabc",1,0,190,190,190,190,4701,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7c884ee7-813d-47b8-85a9-ede88809dc80",1,0,220,224,224,224,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d26a93c-e1c6-4c57-8c7d-3726330ff49b",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d26a93c-e1c6-4c57-8c7d-3726330ff49b",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d36d592-a65b-441f-b3a8-d53e48d07bad",1,0,5800,5812,5812,5812,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d36d592-a65b-441f-b3a8-d53e48d07bad",1,0,300,304,304,304,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d3cd8b3-efff-46e8-96a9-0b7a7f781a90",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d3cd8b3-efff-46e8-96a9-0b7a7f781a90",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d5ec141-ca11-455e-ac02-76974f18af36",1,0,3900,3916,3916,3916,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7d5ec141-ca11-455e-ac02-76974f18af36",1,0,280,278,278,278,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7da5863e-bbe6-4685-8af3-34bf1e12a045",1,0,2500,2493,2493,2493,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7da5863e-bbe6-4685-8af3-34bf1e12a045",1,0,510,510,510,510,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7e406749-3fb9-4187-8c23-32d1edad207a",1,0,980,978,978,978,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7e406749-3fb9-4187-8c23-32d1edad207a",1,0,150,146,146,146,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7ec37098-1111-4a9f-82f8-c2b2156eff1b",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7ec37098-1111-4a9f-82f8-c2b2156eff1b",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7f96e362-b434-47fd-a9d9-22732164b29d",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7f96e362-b434-47fd-a9d9-22732164b29d",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7fe6516c-0258-4b33-8f38-7b5c82b4dd7f",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=7fe6516c-0258-4b33-8f38-7b5c82b4dd7f",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8048dbf6-449a-4658-ab28-981f672a2a8d",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8048dbf6-449a-4658-ab28-981f672a2a8d",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=81370f3c-e3e5-4886-9abe-2b414bf1eda2",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=81370f3c-e3e5-4886-9abe-2b414bf1eda2",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=817357cb-0cd4-4fff-824a-7010ce021369",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=817357cb-0cd4-4fff-824a-7010ce021369",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=82fa26a0-763c-40e7-828b-dae82c688b1e",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=82fa26a0-763c-40e7-828b-dae82c688b1e",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=84902076-9659-4ffc-9203-1168d4fc4b59",1,0,4600,4572,4572,4572,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=84902076-9659-4ffc-9203-1168d4fc4b59",1,0,640,641,641,641,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=86c743a3-fd19-45dd-a3cd-01626f2e9553",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=86c743a3-fd19-45dd-a3cd-01626f2e9553",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=86dba9a7-ba2d-48a6-95e8-8028c42e9c89",1,0,7300,7281,7281,7281,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=86dba9a7-ba2d-48a6-95e8-8028c42e9c89",1,0,230,232,232,232,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=875b03a0-75f2-4741-9d1b-ed569bca2026",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=875b03a0-75f2-4741-9d1b-ed569bca2026",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88ab3508-af91-48e4-acdf-6a9d4c3e5c4c",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=88ab3508-af91-48e4-acdf-6a9d4c3e5c4c",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=89083c20-56df-48e6-bcb7-5aad49a04d1b",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=89083c20-56df-48e6-bcb7-5aad49a04d1b",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=892a2064-970d-4f5e-bcdf-2b5eb952160f",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=892a2064-970d-4f5e-bcdf-2b5eb952160f",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8a5594c7-a521-4e3e-a98d-4909eb6b2093",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8a5594c7-a521-4e3e-a98d-4909eb6b2093",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8b115ace-4d46-4019-9a7c-27f80424955a",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8b115ace-4d46-4019-9a7c-27f80424955a",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8b8334e6-20f0-4514-b8eb-05c88a09cc8d",1,0,4600,4596,4596,4596,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8b8334e6-20f0-4514-b8eb-05c88a09cc8d",1,0,330,334,334,334,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8c8c2f4e-18cf-43d3-bbf8-d0f304a1311c",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8c8c2f4e-18cf-43d3-bbf8-d0f304a1311c",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8ceacd1e-3049-4806-bf7e-22c360e6a173",1,0,320,323,323,323,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8e2ccb3c-2e83-462f-8752-d11d42fb9a9f",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8e2ccb3c-2e83-462f-8752-d11d42fb9a9f",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8e948a08-9790-4ff2-9558-44770dccf940",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8e948a08-9790-4ff2-9558-44770dccf940",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8e9d05ef-8aca-4b7b-8313-38dded21b7e6",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=8e9d05ef-8aca-4b7b-8313-38dded21b7e6",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=91a36fd6-d2ef-4afa-ac1c-351b535fc2a7",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=91a36fd6-d2ef-4afa-ac1c-351b535fc2a7",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=922f62bc-641f-41d2-b5b6-c86db2862ed4",1,0,1700,1708,1708,1708,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=922f62bc-641f-41d2-b5b6-c86db2862ed4",1,0,290,287,287,287,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=93325386-730e-4c9e-bbda-c72e8705946c",1,0,4000,4041,4041,4041,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=93325386-730e-4c9e-bbda-c72e8705946c",1,0,370,369,369,369,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=943e8b16-1d03-4a26-be42-ce746aa65cd7",1,0,710,707,707,707,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=943e8b16-1d03-4a26-be42-ce746aa65cd7",1,0,330,329,329,329,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=951fe362-c4f8-432e-afe8-50034b5ef683",1,0,4500,4486,4486,4486,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=951fe362-c4f8-432e-afe8-50034b5ef683",1,0,190,193,193,193,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=96614f04-c5d6-4b3d-9268-1c7f5202edee",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=96614f04-c5d6-4b3d-9268-1c7f5202edee",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=966a1a18-f97c-442b-8b8f-8ed4fecdd161",1,0,5900,5900,5900,5900,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=966a1a18-f97c-442b-8b8f-8ed4fecdd161",1,0,270,267,267,267,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=96e77328-f217-41ce-9926-29d209c08638",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=96e77328-f217-41ce-9926-29d209c08638",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9940f805-7484-4415-8b51-f1195a8f46bf",1,0,960,957,957,957,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9940f805-7484-4415-8b51-f1195a8f46bf",1,0,150,149,149,149,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=996dd5ef-2adb-48d3-914a-09a81496a5bc",1,0,6400,6381,6381,6381,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=996dd5ef-2adb-48d3-914a-09a81496a5bc",1,0,330,331,331,331,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99748cd9-8fd0-4f78-9866-1631ecb7d314",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99748cd9-8fd0-4f78-9866-1631ecb7d314",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99a1d9e9-eb45-4e47-a4aa-aa90c7168afc",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99a1d9e9-eb45-4e47-a4aa-aa90c7168afc",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99ebe3c3-7c1c-42dd-be4f-3d277f429a75",1,0,1100,1146,1146,1146,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=99ebe3c3-7c1c-42dd-be4f-3d277f429a75",1,0,280,276,276,276,4701,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9b45e286-c0dd-4fb2-a9f3-902f60b7ff83",1,0,350,353,353,353,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9e9a8f84-25ca-42af-a751-68c1ee44285f",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=9e9a8f84-25ca-42af-a751-68c1ee44285f",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a01a9441-d30c-4d58-bb10-86c8d10ad6e4",1,0,7100,7086,7086,7086,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a01a9441-d30c-4d58-bb10-86c8d10ad6e4",1,0,300,305,305,305,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a029169a-d151-4405-b657-cef91cf52d3b",1,0,1100,1064,1064,1064,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a029169a-d151-4405-b657-cef91cf52d3b",1,0,270,270,270,270,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a0be9a89-d97d-4f65-b4db-c45c9e078e64",1,0,1900,1935,1935,1935,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a0be9a89-d97d-4f65-b4db-c45c9e078e64",1,0,190,190,190,190,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a0c13e9e-880d-41c0-bb16-57c0c1a5bde8",1,0,3900,3927,3927,3927,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a0c13e9e-880d-41c0-bb16-57c0c1a5bde8",1,0,350,349,349,349,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a117c165-279b-4075-9ed8-82435892543c",1,0,1100,1107,1107,1107,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a117c165-279b-4075-9ed8-82435892543c",1,0,470,471,471,471,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a1d06445-5544-4531-bce0-f6a5a8d4cc37",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a1d06445-5544-4531-bce0-f6a5a8d4cc37",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a2b0ee8b-eee6-4136-bbba-1403086dfa0a",1,0,4200,4166,4166,4166,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a2b0ee8b-eee6-4136-bbba-1403086dfa0a",1,0,240,242,242,242,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a3437d26-3b62-438c-b8c8-2f897bb2ebb2",1,0,690,686,686,686,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a3437d26-3b62-438c-b8c8-2f897bb2ebb2",1,0,200,205,205,205,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a3585b15-7004-4d54-b63c-14c047a43768",1,0,3800,3795,3795,3795,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a3585b15-7004-4d54-b63c-14c047a43768",1,0,200,200,200,200,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a7686e2c-f918-422b-969a-1ad74df0d2d8",1,0,7000,7025,7025,7025,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a7686e2c-f918-422b-969a-1ad74df0d2d8",1,0,310,309,309,309,4701,0.03
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a7a0ae11-9217-4119-9491-365c6619ec6c",0,0,0,0,0,0,0,0.00
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a7a0ae11-9217-4119-9491-365c6619ec6c",0,0,0,0,0,0,0,0.00
"DELETE","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a84529d3-ca43-4ea6-8bb2-18109400118f",1,0,4600,4627,4627,4627,15,0.03
"GET","/fablabs/5a71a18373e3bb000f4b6830/jobs?job=a84529d3-ca43-4ea6-8bb2-18109400118f",1,0,180,181,181,181,4701,0.03
